BarID,Bar Name,Drink Name, Price , Happy Hour Price 
6,The Underdark Tavern,Kamakazi Shot,7.00,5.60
6,The Underdark Tavern,Sixpoint Sweet Aciton,6.00,4.80
6,The Underdark Tavern,Depth Charge,5.00,4.00
6,The Underdark Tavern,Southern Tier Pumking,6.00,4.80
6,The Underdark Tavern,Highball,6.00,4.80
6,The Underdark Tavern,Irish Peach Sour,8.00,6.40
6,The Underdark Tavern,Alaskan Amber,8.00,6.40
6,The Underdark Tavern,Demented Scarlet Knight,9.00,7.20
7,Eight To The Bar,Dirty White Mother,5.00,2.50
7,Eight To The Bar,Whitetail Wheat,10.00,5.00
7,Eight To The Bar,Golden Gate Orginal Brown Ale,7.00,3.50
7,Eight To The Bar,Hite,9.00,4.50
7,Eight To The Bar,Bards Tale,7.00,3.50
7,Eight To The Bar,Oskar Blues Dale's Pale Ale,9.00,4.50
7,Eight To The Bar,Green Zombie,10.00,5.00
7,Eight To The Bar,Sixpoint Sweet Aciton,8.00,4.00
7,Eight To The Bar,Cuba Libre,9.00,4.50
7,Eight To The Bar,Green Zombie,8.00,4.00
7,Eight To The Bar,Hefeweizen,7.00,3.50
7,Eight To The Bar,Pina Colada,8.00,4.00
7,Eight To The Bar,Blue Hawaiian ,6.00,3.00
7,Eight To The Bar,Anchor Old Foghorn,5.00,2.50
7,Eight To The Bar,Murree Beer,10.00,5.00
7,Eight To The Bar,Brahma Beer,7.00,3.50
7,Eight To The Bar,Allagash White,7.00,3.50
7,Eight To The Bar,Hurricane,9.00,4.50
8,Sin Sin Leopard Lounge,Southern Comfort Manhattan,5.00,4.00
8,Sin Sin Leopard Lounge,Dirty Mother,8.00,6.40
8,Sin Sin Leopard Lounge,White Bull,10.00,8.00
8,Sin Sin Leopard Lounge,Honey Wheat,8.00,6.40
8,Sin Sin Leopard Lounge,Sam Adams Light,6.00,4.80
8,Sin Sin Leopard Lounge,Planter's Punch,8.00,6.40
8,Sin Sin Leopard Lounge,Desperados,8.00,6.40
8,Sin Sin Leopard Lounge,Dogfish Head,5.00,4.00
8,Sin Sin Leopard Lounge,B-52,5.00,4.00
8,Sin Sin Leopard Lounge,Bourbolicious Slush,10.00,8.00
8,Sin Sin Leopard Lounge,Lemon Drop,5.00,4.00
8,Sin Sin Leopard Lounge,Screwdriver,10.00,8.00
8,Sin Sin Leopard Lounge,Beck's,6.00,4.80
8,Sin Sin Leopard Lounge,Harpoon Cider,6.00,4.80
8,Sin Sin Leopard Lounge,Asahi,5.00,4.00
8,Sin Sin Leopard Lounge,Ranger,8.00,6.40
8,Sin Sin Leopard Lounge,Frozen Daiquiri Slush,5.00,4.00
8,Sin Sin Leopard Lounge,Tokyo Tea,10.00,8.00
8,Sin Sin Leopard Lounge,Moose Drool,8.00,6.40
8,Sin Sin Leopard Lounge,Fog Cutter,8.00,6.40
8,Sin Sin Leopard Lounge,Lemon Drop,7.00,5.60
9,Cowboy Bill,Rum Runner,5.00,4.00
9,Cowboy Bill,Brave Bull,6.00,4.80
9,Cowboy Bill,Boddingtons,5.00,4.00
9,Cowboy Bill,Beck's,5.00,4.00
9,Cowboy Bill,Applebee's Bahama Mama,8.00,6.40
9,Cowboy Bill,Long Island Iced Tea,8.00,6.40
9,Cowboy Bill,Punkin Ale,7.00,5.60
9,Cowboy Bill,Dos Equis,10.00,8.00
9,Cowboy Bill,Short Sours,8.00,6.40
9,Cowboy Bill,Tusker,6.00,4.80
9,Cowboy Bill,Hite,6.00,4.80
9,Cowboy Bill,White Russian,9.00,7.20
9,Cowboy Bill,Moose Drool,6.00,4.80
9,Cowboy Bill,Southern Tier Pumking,9.00,7.20
9,Cowboy Bill,Jolly Rancher,6.00,4.80
9,Cowboy Bill,Asahi,9.00,7.20
9,Cowboy Bill,Kingfisher,5.00,4.00
9,Cowboy Bill,Long Island Iced Tea,6.00,4.80
9,Cowboy Bill,Dos Equis,9.00,7.20
9,Cowboy Bill,Exotic Drinks,6.00,4.80
9,Cowboy Bill,Heineken,6.00,4.80
10,Planet Pocono,Harvey Wallbanger,8.00,4.80
10,Planet Pocono,Brave Bull,9.00,5.40
10,Planet Pocono,Kamakazi Shot,9.00,5.40
10,Planet Pocono,White Russian,9.00,5.40
10,Planet Pocono,Hite,9.00,5.40
10,Planet Pocono,Rum and Coke,7.00,4.20
10,Planet Pocono,White Bull,5.00,3.00
10,Planet Pocono,Victoria Bitter,5.00,3.00
10,Planet Pocono,Fat Tire Ale,6.00,3.60
10,Planet Pocono,Southern Tier Pumking,9.00,5.40
10,Planet Pocono,Dogfish Head,7.00,4.20
10,Planet Pocono,Daiquiri,9.00,5.40
10,Planet Pocono,Hurricane,10.00,6.00
10,Planet Pocono,Godmother,7.00,4.20
10,Planet Pocono,Brooklyn Brown Ale,8.00,4.80
10,Planet Pocono,Gin and Tonic,9.00,5.40
10,Planet Pocono,Gibson,10.00,6.00
10,Planet Pocono,Daiquiri,5.00,3.00
10,Planet Pocono,Angkor Beer,10.00,6.00
10,Planet Pocono,Samual Adams Lager,7.00,4.20
10,Planet Pocono,White Russian,5.00,3.00
10,Planet Pocono,Mudslide,10.00,6.00
10,Planet Pocono,Cuba Libre,7.00,4.20
10,Planet Pocono,Long Island Iced Tea,7.00,4.20
11,Meridan Night Club,Brooklyn Brown Ale,5.00,4.00
11,Meridan Night Club,Toasted Almond,8.00,6.40
11,Meridan Night Club,Black Russian,5.00,4.00
11,Meridan Night Club,Guiness Draught,9.00,7.20
11,Meridan Night Club,Brooklyn Brown Ale,9.00,7.20
11,Meridan Night Club,Honey Brown,10.00,8.00
11,Meridan Night Club,Beerlao,5.00,4.00
11,Meridan Night Club,Zombie,9.00,7.20
11,Meridan Night Club,Sixpoint Sweet Aciton,10.00,8.00
11,Meridan Night Club,Alaskan Pale,6.00,4.80
11,Meridan Night Club,Demented Scarlet Knight,9.00,7.20
11,Meridan Night Club,Maharaja,8.00,6.40
11,Meridan Night Club,Irish Peach Sour,10.00,8.00
11,Meridan Night Club,Poppers/Slammers,10.00,8.00
11,Meridan Night Club,Corona,9.00,7.20
11,Meridan Night Club,Harpoon Cider,5.00,4.00
11,Meridan Night Club,Kingfisher,5.00,4.00
11,Meridan Night Club,B&B,7.00,5.60
11,Meridan Night Club,Bahama Mama,10.00,8.00
11,Meridan Night Club,Mudslide,9.00,7.20
11,Meridan Night Club,Hot Shots,7.00,5.60
11,Meridan Night Club,Alaskan Amber,9.00,7.20
11,Meridan Night Club,Planter's Punch,5.00,4.00
11,Meridan Night Club,Original,10.00,8.00
12,Nutmeg Leathercare,Alaskan Amber,6.00,5.40
12,Nutmeg Leathercare,Irish Peach Sour,5.00,4.50
12,Nutmeg Leathercare,Beerlao,9.00,8.10
12,Nutmeg Leathercare,Labatt Blue,9.00,8.10
12,Nutmeg Leathercare,Frozen Daiquiri Slush,5.00,4.50
12,Nutmeg Leathercare,Samual Smith's Porter,7.00,6.30
12,Nutmeg Leathercare,Celis White,7.00,6.30
12,Nutmeg Leathercare,Irish Car Bomb,10.00,9.00
12,Nutmeg Leathercare,Martini,10.00,9.00
12,Nutmeg Leathercare,Presbyterian,7.00,6.30
12,Nutmeg Leathercare,Gin and Tonic,9.00,8.10
12,Nutmeg Leathercare,Salty Dog,6.00,5.40
12,Nutmeg Leathercare,Hot Shots,8.00,7.20
12,Nutmeg Leathercare,Godfather,10.00,9.00
12,Nutmeg Leathercare,Harp,10.00,9.00
12,Nutmeg Leathercare,Hite,7.00,6.30
12,Nutmeg Leathercare,Victoria Bitter,10.00,9.00
12,Nutmeg Leathercare,Southern Comfort Manhattan,6.00,5.40
13,Nob Hill Bar & Grill,Brahma Beer,9.00,4.50
13,Nob Hill Bar & Grill,Kamakazi Shot,10.00,5.00
13,Nob Hill Bar & Grill,Peroni,5.00,2.50
13,Nob Hill Bar & Grill,Anderson Valley Blood Orange,9.00,4.50
13,Nob Hill Bar & Grill,Guiness Draught,5.00,2.50
13,Nob Hill Bar & Grill,B&B,8.00,4.00
13,Nob Hill Bar & Grill,Murree Beer,6.00,3.00
13,Nob Hill Bar & Grill,Founders All Day IPA,8.00,4.00
13,Nob Hill Bar & Grill,Abita Turbodog,9.00,4.50
13,Nob Hill Bar & Grill,Old Fashioned,9.00,4.50
13,Nob Hill Bar & Grill,Gin Rickey,8.00,4.00
13,Nob Hill Bar & Grill,Creamy Dark,8.00,4.00
13,Nob Hill Bar & Grill,Michelob Ultra Light,7.00,3.50
13,Nob Hill Bar & Grill,Irish Car Bomb,5.00,2.50
13,Nob Hill Bar & Grill,Murree Beer,8.00,4.00
13,Nob Hill Bar & Grill,Golden Gate Orginal Brown Ale,9.00,4.50
13,Nob Hill Bar & Grill,Henry Weinhard's Amber Ale,10.00,5.00
13,Nob Hill Bar & Grill,Sam Adams Light,6.00,3.00
13,Nob Hill Bar & Grill,Boddingtons,10.00,5.00
13,Nob Hill Bar & Grill,Amstel Light,10.00,5.00
13,Nob Hill Bar & Grill,Molson Ice,8.00,4.00
13,Nob Hill Bar & Grill,B-52,5.00,2.50
13,Nob Hill Bar & Grill,Sake Bomb,9.00,4.50
14,Spot Bar,Whiskey and Water,6.00,4.80
14,Spot Bar,Cuba Libre,8.00,6.40
14,Spot Bar,Angkor Beer,10.00,8.00
14,Spot Bar,Bourbon + Berries,7.00,5.60
14,Spot Bar,Short Sours,6.00,4.80
14,Spot Bar,Labatt Blue,5.00,4.00
14,Spot Bar,Depth Charge,8.00,6.40
14,Spot Bar,Anderson Valley Blood Orange,6.00,4.80
14,Spot Bar,Celis White,8.00,6.40
14,Spot Bar,Budweiser,6.00,4.80
14,Spot Bar,Singapore Sling,8.00,6.40
14,Spot Bar,Bud Light ,8.00,6.40
14,Spot Bar,Red Lager,5.00,4.00
14,Spot Bar,Snow Beer,10.00,8.00
14,Spot Bar,Samual Smith's Porter,6.00,4.80
14,Spot Bar,Chimay Premiere,9.00,7.20
14,Spot Bar,Angkor Beer,5.00,4.00
14,Spot Bar,Lemonade,10.00,8.00
14,Spot Bar,Bay Breeze,8.00,6.40
14,Spot Bar,Special Export,5.00,4.00
14,Spot Bar,Shipyard Pumpkinhead Ale,5.00,4.00
15,Holy Grail,Old Fashioned,6.00,4.20
15,Holy Grail,Dogfish Head,5.00,3.50
15,Holy Grail,Bards Tale,5.00,3.50
15,Holy Grail,Boddingtons,5.00,3.50
15,Holy Grail,Daiquiri,8.00,5.60
15,Holy Grail,Abita Turbodog,10.00,7.00
15,Holy Grail,Sierra Nevada Nooner Pilsner,7.00,4.90
15,Holy Grail,Singapore Sling,6.00,4.20
15,Holy Grail,Bourbolicious Slush,10.00,7.00
15,Holy Grail,Corona,8.00,5.60
15,Holy Grail,Fireball Whisky Lemonade,9.00,6.30
15,Holy Grail,Victoria Bitter,9.00,6.30
15,Holy Grail,Pina Colada,6.00,4.20
15,Holy Grail,Bud Light Lime,10.00,7.00
15,Holy Grail,Dead Guy Ale,9.00,6.30
15,Holy Grail,Electric Lemonade,6.00,4.20
15,Holy Grail,Snow Beer,6.00,4.20
15,Holy Grail,Goodse Island IPA,8.00,5.60
15,Holy Grail,Alaskan Amber,10.00,7.00
15,Holy Grail,B&B,7.00,4.90
15,Holy Grail,Rusty Nail,5.00,3.50
15,Holy Grail,Modelo Especial,5.00,3.50
15,Holy Grail,Punkin Ale,10.00,7.00
15,Holy Grail,Two Liquor Drinks,5.00,3.50
16,Military St Music Cafe,Old Fashioned,5.00,3.00
16,Military St Music Cafe,White Bull,9.00,5.40
16,Military St Music Cafe,Lemonade,8.00,4.80
16,Military St Music Cafe,Juice Type,7.00,4.20
16,Military St Music Cafe,Godmother,9.00,5.40
16,Military St Music Cafe,Founders All Day IPA,8.00,4.80
16,Military St Music Cafe,Cape Cod,9.00,5.40
16,Military St Music Cafe,Creamy Dark,6.00,3.60
16,Military St Music Cafe,Northwoords Lager,5.00,3.00
16,Military St Music Cafe,Angry Orchird,6.00,3.60
16,Military St Music Cafe,Colorado Bulldog,6.00,3.60
16,Military St Music Cafe,Poppers/Slammers,10.00,6.00
16,Military St Music Cafe,Cuba Libre,5.00,3.00
16,Military St Music Cafe,Bass Ale,7.00,4.20
16,Military St Music Cafe,Desperados,5.00,3.00
16,Military St Music Cafe,Slow Screw,10.00,6.00
16,Military St Music Cafe,Rum Runner,8.00,4.80
16,Military St Music Cafe,Samual Smith's Porter,5.00,3.00
16,Military St Music Cafe,Henry Weinhard's Amber Ale,6.00,3.60
16,Military St Music Cafe,Sake Bomb,10.00,6.00
16,Military St Music Cafe,Northwoords Lager,10.00,6.00
16,Military St Music Cafe,Irish Peach Sour,8.00,4.80
16,Military St Music Cafe,Screwdriver,7.00,4.20
16,Military St Music Cafe,Sierra Nevada Nooner Pilsner,8.00,4.80
16,Military St Music Cafe,Samual Adams Lager,6.00,3.60
17,Dallas Eagle,Anderson Valley Blood Orange,9.00,4.50
17,Dallas Eagle,Guiness Draught,7.00,3.50
17,Dallas Eagle,Gin Rickey,9.00,4.50
17,Dallas Eagle,Adios,7.00,3.50
17,Dallas Eagle,Molson Ice,5.00,2.50
17,Dallas Eagle,Vodka Shot,10.00,5.00
17,Dallas Eagle,Adios,9.00,4.50
17,Dallas Eagle,Harvey Wallbanger,9.00,4.50
17,Dallas Eagle,Black 'N Tan,5.00,2.50
17,Dallas Eagle,Vodka Gimlet,7.00,3.50
17,Dallas Eagle,Godchild,7.00,3.50
17,Dallas Eagle,Goodse Island IPA,5.00,2.50
17,Dallas Eagle,Lemonade,9.00,4.50
17,Dallas Eagle,Lynchburg Lemonade,6.00,3.00
17,Dallas Eagle,Dirty White Mother,9.00,4.50
17,Dallas Eagle,Snakebite,6.00,3.00
17,Dallas Eagle,Screwdriver,7.00,3.50
17,Dallas Eagle,Harvey Wallbanger,8.00,4.00
17,Dallas Eagle,Lemon Drop,8.00,4.00
17,Dallas Eagle,Tequila Sunrise,6.00,3.00
17,Dallas Eagle,Adios,6.00,3.00
17,Dallas Eagle,St. George Lager,5.00,2.50
17,Dallas Eagle,Poppers/Slammers,7.00,3.50
17,Dallas Eagle,Abita Turbodog,6.00,3.00
17,Dallas Eagle,Slow Screw,8.00,4.00
18,Friepete Inc,Boddingtons,10.00,5.00
18,Friepete Inc,Red Lager,9.00,4.50
18,Friepete Inc,Boddingtons,9.00,4.50
18,Friepete Inc,FireBall Shot,5.00,2.50
18,Friepete Inc,Anderson Valley Blood Orange,7.00,3.50
18,Friepete Inc,Weissiber,5.00,2.50
18,Friepete Inc,Alaskan Amber,8.00,4.00
18,Friepete Inc,Juice Type,7.00,3.50
18,Friepete Inc,Bahama Mama,10.00,5.00
18,Friepete Inc,Snow Beer,10.00,5.00
18,Friepete Inc,Amstel Light,6.00,3.00
18,Friepete Inc,Harpoon UFO Big Squeeze,7.00,3.50
18,Friepete Inc,Red Lager,5.00,2.50
18,Friepete Inc,Rootbeer Float,10.00,5.00
18,Friepete Inc,Daiquiri,6.00,3.00
18,Friepete Inc,Whiskey Sour,10.00,5.00
18,Friepete Inc,Samual Adams Lager,10.00,5.00
18,Friepete Inc,Greyhound,5.00,2.50
19,Chop Stix,Irish Peach Sour,10.00,5.00
19,Chop Stix,Anchor Old Foghorn,8.00,4.00
19,Chop Stix,Margarita,6.00,3.00
19,Chop Stix,Rootbeer Float,9.00,4.50
19,Chop Stix,Slow Screw,9.00,4.50
19,Chop Stix,Scotch and Soda,7.00,3.50
19,Chop Stix,Irish Peach Sour,7.00,3.50
19,Chop Stix,Kingfisher,10.00,5.00
19,Chop Stix,Mudslide,9.00,4.50
19,Chop Stix,Bloody Mary,10.00,5.00
19,Chop Stix,Bud Light Lime,7.00,3.50
19,Chop Stix,Red Stripe,9.00,4.50
19,Chop Stix,Vodka Gimlet,9.00,4.50
19,Chop Stix,White Russian,5.00,2.50
19,Chop Stix,Dogfish Head,10.00,5.00
19,Chop Stix,Zima,9.00,4.50
19,Chop Stix,Celis White,5.00,2.50
19,Chop Stix,Honey Brown,10.00,5.00
19,Chop Stix,Foster's Lager,6.00,3.00
19,Chop Stix,Beck's Brewery,7.00,3.50
19,Chop Stix,Long Island Iced Tea,7.00,3.50
19,Chop Stix,Carlsberg,5.00,2.50
19,Chop Stix,Demented Scarlet Knight,7.00,3.50
19,Chop Stix,Old Fashioned,7.00,3.50
20,Saloon No 10,Demented Scarlet Knight,6.00,4.20
20,Saloon No 10,Juice Type,8.00,5.60
20,Saloon No 10,Dirty White Mother,10.00,7.00
20,Saloon No 10,Dirty Mother,7.00,4.90
20,Saloon No 10,Fireball Whisky Lemonade,7.00,4.90
20,Saloon No 10,Bahama Mama,10.00,7.00
20,Saloon No 10,Gibson,9.00,6.30
20,Saloon No 10,Bourbolicious Slush,8.00,5.60
20,Saloon No 10,Original,7.00,4.90
20,Saloon No 10,Liquid Cocaine,9.00,6.30
20,Saloon No 10,Hurricane,6.00,4.20
20,Saloon No 10,Screwdriver,7.00,4.90
20,Saloon No 10,Harpoon UFO Big Squeeze,5.00,3.50
20,Saloon No 10,Rusty Nail,9.00,6.30
20,Saloon No 10,Old Fashioned,7.00,4.90
20,Saloon No 10,Old Style,9.00,6.30
20,Saloon No 10,St. George Lager,7.00,4.90
20,Saloon No 10,Salty Dog,5.00,3.50
20,Saloon No 10,Lynchburg Lemonade,8.00,5.60
20,Saloon No 10,Hot Shots,9.00,6.30
20,Saloon No 10,Colorado Bulldog,6.00,4.20
21,Maxwell's Beach Cafe,Gin and Tonic,5.00,3.50
21,Maxwell's Beach Cafe,Adios,7.00,4.90
21,Maxwell's Beach Cafe,Scotch and Soda,6.00,4.20
21,Maxwell's Beach Cafe,Daiquiri,7.00,4.90
21,Maxwell's Beach Cafe,Frozen Daiquiri Slush,8.00,5.60
21,Maxwell's Beach Cafe,Snakebite,9.00,6.30
21,Maxwell's Beach Cafe,Red Lager,5.00,3.50
21,Maxwell's Beach Cafe,Depth Charge,6.00,4.20
21,Maxwell's Beach Cafe,Rob Roy,7.00,4.90
21,Maxwell's Beach Cafe,Abita Turbodog,9.00,6.30
21,Maxwell's Beach Cafe,Southern Tier India Pale Ale,9.00,6.30
21,Maxwell's Beach Cafe,Ranger,6.00,4.20
21,Maxwell's Beach Cafe,White Bull,5.00,3.50
21,Maxwell's Beach Cafe,Short Sours,8.00,5.60
21,Maxwell's Beach Cafe,Special Export,7.00,4.90
21,Maxwell's Beach Cafe,Mai Tai,10.00,7.00
21,Maxwell's Beach Cafe,Bourbolicious Slush,5.00,3.50
21,Maxwell's Beach Cafe,Cuba Libre,10.00,7.00
21,Maxwell's Beach Cafe,Red Stripe,8.00,5.60
21,Maxwell's Beach Cafe,Sixpoint Sweet Aciton,10.00,7.00
21,Maxwell's Beach Cafe,Demented Scarlet Knight,10.00,7.00
21,Maxwell's Beach Cafe,Gin and Tonic,9.00,6.30
21,Maxwell's Beach Cafe,Beerlao,5.00,3.50
22,Two Bar West,Lemon Drop,6.00,4.80
22,Two Bar West,Lynchburg Lemonade,10.00,8.00
22,Two Bar West,Bass Ale,6.00,4.80
22,Two Bar West,Jager Shot,8.00,6.40
22,Two Bar West,Rootbeer Float,7.00,5.60
22,Two Bar West,Whiskey Sour,8.00,6.40
22,Two Bar West,Chi Chi,7.00,5.60
22,Two Bar West,Shipyard Pumpkinhead Ale,5.00,4.00
22,Two Bar West,Colorado Bulldog,9.00,7.20
22,Two Bar West,Bacardi Cocktail,8.00,6.40
22,Two Bar West,Carlsberg,8.00,6.40
22,Two Bar West,Gin and Tonic,5.00,4.00
22,Two Bar West,Samual Adams Lager,5.00,4.00
22,Two Bar West,B&B,7.00,5.60
22,Two Bar West,Dirty Mother,6.00,4.80
22,Two Bar West,Hefeweizen,7.00,5.60
22,Two Bar West,Hurricane,10.00,8.00
23,Grata Bar & Lounge,Beerlao,10.00,7.00
23,Grata Bar & Lounge,Honey Wheat,10.00,7.00
23,Grata Bar & Lounge,Boulevard Pale Ale,5.00,3.50
23,Grata Bar & Lounge,Presbyterian,8.00,5.60
23,Grata Bar & Lounge,Smith & Kerns,8.00,5.60
23,Grata Bar & Lounge,Manger's Irish Cider,6.00,4.20
23,Grata Bar & Lounge,Liquid Cocaine,7.00,4.90
23,Grata Bar & Lounge,Pilsner Urquell,10.00,7.00
23,Grata Bar & Lounge,Newcastle Brown Ale,8.00,5.60
23,Grata Bar & Lounge,Anchor Old Foghorn,7.00,4.90
23,Grata Bar & Lounge,Dirty White Mother,6.00,4.20
23,Grata Bar & Lounge,Fat Tire Ale,10.00,7.00
23,Grata Bar & Lounge,Southern Comfort Manhattan,8.00,5.60
23,Grata Bar & Lounge,Pilsner Urquell,9.00,6.30
23,Grata Bar & Lounge,Smith & Kerns,6.00,4.20
